C	Month	Day	Hour	Minute	DOY	TOD	DEC	zm	hc	z0	umean	h	ol	sigmav	ustar	wind_dir	Incident Solar
								2	0.4	0.06	0.531561	3000	-2.77122	0.382967	0.12481	280.026	
								2	0.4	0.06	0.241143	3000	-5.29176	0.428229	-9999	333.046	
								2	0.4	0.06	0.278385	3000	-6.90412	0.460199	-9999	31.1331	
								2	0.4	0.06	0.383533	3000	-3.17607	0.577855	0.161794	21.7097	
								2	0.4	0.06	0.764468	3000	-5.09388	0.529641	0.173388	4.12677	
								2	0.4	0.06	0.703039	3000	-1.53275	0.33895	0.0999773	328.141	
								2	0.4	0.06	0.705383	3000	-4.95385	0.291256	0.133964	334.014	
								2	0.4	0.06	0.655603	3000	-8.09297	0.327596	0.121689	337.127	
								2	0.4	0.06	0.236696	3000	-0.402325	0.360998	0.0492182	283.991	
								2	0.4	0.06	0.234012	3000	-1.02196	0.183524	0.0391976	282.174	
								2	0.4	0.06	0.556526	3000	-3.381	0.243015	0.054465	262.099	
								2	0.4	0.06	1.11387	3000	1.74058	0.190755	0.0685871	234.436	
								2	0.4	0.06	0.862524	3000	1.17531	0.0943273	0.0396492	228.049	
								2	0.4	0.06	0.596185	3000	1.12267	0.141457	0.0280231	244.377	
								2	0.4	0.06	1.19547	3000	-1.28226	0.171885	0.055197	272.037	
								2	0.4	0.06	0.824264	3000	12.4823	0.171107	0.0626622	255.272	
								2	0.4	0.06	0.379128	3000	-1.60822	0.0916034	0.027929	264.636	
								2	0.4	0.06	0.908055	3000	-1.53519	0.211534	0.0241321	263.619	
								2	0.4	0.06	1.50113	3000	-2.26669	0.120077	0.0332017	261.986	
								2	0.4	0.06	1.14779	3000	-134.451	0.194006	0.0669374	275.61	
								2	0.4	0.06	1.8385	3000	2.36986	0.153077	0.0861124	272.536	
								2	0.4	0.06	1.8337	3000	3.76463	0.253016	0.12529	265.19	
								2	0.4	0.06	1.24723	3000	1.28704	0.371228	0.0814092	249.896	
								2	0.4	0.06	1.56154	3000	0.739702	0.351438	0.0670662	244.364	
								2	0.4	0.06	1.51601	3000	1.32057	0.168785	0.0663752	262.399	
								2	0.4	0.06	1.88498	3000	3.18455	0.189984	0.110677	268.978	
								2	0.4	0.06	2.006	3000	3.69333	0.23814	0.123068	273.708	
								2	0.4	0.06	1.65377	3000	1.12267	0.193705	0.036796	271.444	
								2	0.4	0.06	1.65786	3000	0.804796	0.141691	0.0360151	262.558	
								2	0.4	0.06	1.26223	3000	-7.3812	0.238616	0.0779554	264.689	
								2	0.4	0.06	0.459551	3000	51.0192	0.485729	0.144125	155.588	
								2	0.4	0.06	0.889976	3000	-3.63857	0.373538	0.108862	104.017	
								2	0.4	0.06	0.41883	3000	8.31035	0.311129	0.109564	53.3417	
								2	0.4	0.06	0.98582	3000	40.775	0.288657	0.105584	156.38	
								2	0.4	0.06	0.530319	3000	9.19505	0.494436	0.0997633	219.244	
								2	0.4	0.06	0.898258	3000	5.20662	0.432398	0.0548947	267.626	
								2	0.4	0.06	1.03179	3000	3.46103	0.438008	0.0897819	260.246	
								2	0.4	0.06	0.976768	3000	15.1103	0.759578	0.137841	196.879	
								2	0.4	0.06	0.825457	3000	8.50448	0.457462	0.110306	161.911	
								2	0.4	0.06	0.618943	3000	5.58568	0.458116	0.0786357	271.664	
								2	0.4	0.06	1.70654	3000	9.1018	0.279854	0.149119	297.044	
								2	0.4	0.06	1.99768	3000	22.6876	0.400923	0.206982	285.622	
								2	0.4	0.06	0.269967	3000	-76.3252	0.626853	0.135787	174.587	
								2	0.4	0.06	0.902235	3000	-52.7826	0.423097	0.0802613	256.637	
								2	0.4	0.06	2.06736	3000	-150.75	0.518987	0.239684	292.277	
								2	0.4	0.06	3.03512	3000	-314.519	0.689457	0.343655	295.123	
								2	0.4	0.06	3.44898	3000	-70.2477	0.812926	0.376479	295.662	
								2	0.4	0.06	3.6405	3000	-56.7058	0.932557	0.417032	296.827	
								2	0.4	0.06	3.20512	3000	-41.1499	0.841207	0.376219	293.73	
								2	0.4	0.06	3.19928	3000	-31.7398	0.910988	0.335887	297.527	
								2	0.4	0.06	3.14185	3000	-43.4574	0.857462	0.368981	285.553	
								2	0.4	0.06	3.17976	3000	-50.7059	0.902128	0.382454	291.363	
								2	0.4	0.06	2.80098	3000	-55.1093	0.775552	0.318151	283.967	
								2	0.4	0.06	3.42496	3000	-124.509	0.847808	0.390703	278.85	
								2	0.4	0.06	4.20664	3000	2306.78	0.908646	0.477249	283.186	
								2	0.4	0.06	4.03818	3000	-1587.02	0.937055	0.465133	286.853	
								2	0.4	0.06	4.1475	3000	183.031	0.90985	0.487472	281.305	
								2	0.4	0.06	4.82361	3000	194.332	0.939552	0.525331	289.415	
								2	0.4	0.06	4.87057	3000	216.897	0.909425	0.542046	291.421	
								2	0.4	0.06	4.21661	3000	86.7645	0.811781	0.431663	290.318	
								2	0.4	0.06	4.30315	3000	89.6926	0.840491	0.460236	292.27	
								2	0.4	0.06	4.19949	3000	77.415	0.780154	0.460449	288.983	
								2	0.4	0.06	4.88826	3000	102.038	0.853058	0.531851	290.034	
								2	0.4	0.06	6.09534	3000	151.023	1.0317	0.625378	286.35	
								2	0.4	0.06	5.22212	3000	123.937	0.853719	0.551058	286.002	
								2	0.4	0.06	4.3622	3000	87.5873	0.746004	0.472802	288.283	
								2	0.4	0.06	3.47732	3000	52.1027	0.624925	0.37426	288.386	
								2	0.4	0.06	5.52588	3000	184.671	1.00753	0.641283	285.256	
								2	0.4	0.06	5.98299	3000	215.133	1.07613	0.67384	279.776	
								2	0.4	0.06	4.69281	3000	132.772	0.85305	0.529138	283.268	
								2	0.4	0.06	3.92632	3000	82.8939	0.695418	0.435328	285.933	
								2	0.4	0.06	3.86208	3000	85.6486	0.731008	0.428228	283.012	
								2	0.4	0.06	4.57328	3000	128.47	0.906536	0.500286	287.106	
								2	0.4	0.06	3.94096	3000	91.9697	0.687787	0.428469	279.422	
								2	0.4	0.06	3.15421	3000	57.6434	0.581073	0.336731	283.858	
								2	0.4	0.06	3.12279	3000	43.8412	0.518725	0.316452	282.092	
								2	0.4	0.06	2.01162	3000	18.6831	0.346644	0.202109	273.237	
								2	0.4	0.06	1.27745	3000	6.24222	0.218293	0.1016	257.035	
								2	0.4	0.06	1.3665	3000	1.53949	0.33623	0.0699701	230.294	
								2	0.4	0.06	0.962369	3000	36.1772	0.284364	0.131696	198.373	
								2	0.4	0.06	1.12812	3000	3.79958	0.263282	0.0872865	206.86	
								2	0.4	0.06	0.920352	3000	4.82477	0.360358	0.0824938	189.012	
								2	0.4	0.06	0.321312	3000	6.77987	0.286151	0.0988075	174.14	
								2	0.4	0.06	0.542922	3000	-12.437	0.374576	0.058408	132.976	
								2	0.4	0.06	0.662243	3000	-0.12393	0.287795	0.0212821	138.172	
								2	0.4	0.06	0.769937	3000	-3.68564	0.237103	0.09187	201.601	
								2	0.4	0.06	1.03499	3000	-114.316	0.182411	0.0639586	213.447	
								2	0.4	0.06	1.39529	3000	-7.82969	0.197789	0.0604125	240.209	
								2	0.4	0.06	1.58486	3000	3.93763	0.493402	0.10523	264.376	
								2	0.4	0.06	0.979156	3000	10.3752	0.405092	0.15542	303.796	
								2	0.4	0.06	0.943629	3000	66.2166	0.442207	0.180046	294.63	
								2	0.4	0.06	2.79656	3000	159.342	0.647313	0.341629	264.454	
								2	0.4	0.06	3.1762	3000	-660.814	0.861877	0.376936	271.934	
								2	0.4	0.06	3.92713	3000	-152.389	0.750579	0.449374	269.205	
								2	0.4	0.06	4.33877	3000	-149.247	1.07504	0.521331	276.117	
								2	0.4	0.06	4.28461	3000	-242.565	0.906058	0.53252	281.489	
								2	0.4	0.06	3.72216	3000	-81.3785	0.989187	0.459384	281.631	
								2	0.4	0.06	4.18237	3000	-97.067	1.02208	0.465698	284.746	
								2	0.4	0.06	3.96444	3000	-157.037	0.813039	0.435013	280.83	
								2	0.4	0.06	4.26015	3000	-110.83	1.03153	0.494541	281.7	
								2	0.4	0.06	3.62498	3000	-67.1806	0.873011	0.436356	284.427	
								2	0.4	0.06	4.1002	3000	-103.121	1.01433	0.452349	280.063	
								2	0.4	0.06	3.808	3000	-114.307	1.01996	0.459517	278.733	
								2	0.4	0.06	3.85403	3000	576.251	0.869084	0.426472	281.369	
								2	0.4	0.06	3.68559	3000	544.537	0.77285	0.41498	286.671	
								2	0.4	0.06	4.33663	3000	493.509	1.13572	0.524308	276.175	
								2	0.4	0.06	4.25329	3000	194.18	0.873881	0.492271	277.202	
								2	0.4	0.06	3.94346	3000	105.65	0.84708	0.455533	274.526	
								2	0.4	0.06	3.61695	3000	74.584	0.762315	0.433735	282.779	
								2	0.4	0.06	3.27221	3000	46.736	0.658467	0.366643	281.548	
								2	0.4	0.06	3.29618	3000	43.5562	0.576326	0.355775	275.418	
								2	0.4	0.06	2.65353	3000	25.7644	0.545812	0.290385	276.287	
								2	0.4	0.06	1.93792	3000	15.6175	0.484967	0.220912	286.479	
								2	0.4	0.06	3.0317	3000	37.3261	0.522426	0.343982	272.002	
								2	0.4	0.06	2.38777	3000	22.1714	0.486175	0.256288	281.509	
								2	0.4	0.06	2.09788	3000	16.6423	0.403941	0.228138	282.837	
								2	0.4	0.06	1.36515	3000	8.41977	0.472241	0.143256	301.812	
								2	0.4	0.06	1.7368	3000	10.1986	0.305086	0.157419	293.826	
								2	0.4	0.06	2.14129	3000	13.1991	0.349638	0.204912	297.754	
								2	0.4	0.06	2.14534	3000	9.32269	0.349473	0.180528	302.137	
								2	0.4	0.06	1.16359	3000	0.713762	0.37602	0.063344	319.021	
								2	0.4	0.06	1.5566	3000	3.94774	0.252916	0.111817	296.869	
								2	0.4	0.06	0.887004	3000	5.42709	0.308088	0.087977	300.218	
								2	0.4	0.06	0.793365	3000	-2.48122	0.365223	0.0418823	305.913	
								2	0.4	0.06	1.82724	3000	3.45678	0.320865	0.107264	284.567	
								2	0.4	0.06	0.539568	3000	-4.414	0.191883	0.0874492	107.162	
								2	0.4	0.06	0.654261	3000	-3.71265	0.361696	0.06159	99.1651	
								2	0.4	0.06	0.539111	3000	1.05473	0.249605	0.0394373	123.674	
								2	0.4	0.06	0.422891	3000	5.48852	0.392528	0.0875316	97.5845	
								2	0.4	0.06	0.181799	3000	5.4738	0.775252	-9999	201.53	
								2	0.4	0.06	0.509517	3000	1.37123	0.252271	0.0270429	280.52	
								2	0.4	0.06	0.398708	3000	-1.76462	0.276809	0.0386974	243.278	
								2	0.4	0.06	0.36768	3000	1.50475	0.227695	0.0650416	149.496	
								2	0.4	0.06	0.662193	3000	4.8908	0.215221	0.0789109	128.828	
								2	0.4	0.06	0.246059	3000	6.83549	0.381875	0.109167	125.688	
								2	0.4	0.06	0.597637	3000	-19.2601	0.305703	0.0444907	106.276	
								2	0.4	0.06	0.544819	3000	-19.4037	0.344316	0.0867724	109.959	
								2	0.4	0.06	0.203249	3000	-132.236	0.485089	-9999	91.3465	
								2	0.4	0.06	0.673509	3000	-4.08347	0.304366	0.126106	158.003	
								2	0.4	0.06	1.5588	3000	-251.554	0.563954	-9999	267.368	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	3.18073	3000	-126.052	0.756303	0.381758	264.681	
								2	0.4	0.06	3.06711	3000	-43.9512	0.856316	0.36264	271.955	
								2	0.4	0.06	3.01684	3000	-44.8135	0.863025	0.379771	278.119	
								2	0.4	0.06	2.73453	3000	-38.8659	0.876832	0.312585	269.524	
								2	0.4	0.06	2.81323	3000	-195.806	0.6066	0.321019	264.858	
								2	0.4	0.06	2.85949	3000	-81.7692	0.725471	0.342414	262.95	
								2	0.4	0.06	2.81534	3000	-59.0114	0.89304	0.353902	280.001	
								2	0.4	0.06	2.55711	3000	-32.8056	0.744159	0.319967	274.088	
								2	0.4	0.06	2.8302	3000	-39.3214	0.861395	0.347487	275.956	
								2	0.4	0.06	3.38148	3000	-72.323	0.957916	0.42297	284.09	
								2	0.4	0.06	3.90198	3000	-93.8883	1.12016	0.47164	283.859	
								2	0.4	0.06	3.96469	3000	-130.658	0.939735	0.490358	282.947	
								2	0.4	0.06	4.3273	3000	407.047	1.02677	0.495417	281.547	
								2	0.4	0.06	4.33253	3000	132.115	0.795402	0.499774	281.688	
								2	0.4	0.06	4.72211	3000	170.725	0.96683	0.522826	280.446	
								2	0.4	0.06	4.58671	3000	129.503	0.83874	0.512807	283.355	
								2	0.4	0.06	3.91365	3000	84.0287	0.760309	0.445829	279.47	
								2	0.4	0.06	4.14106	3000	79.277	0.725164	0.463006	277.29	
								2	0.4	0.06	2.583	3000	27.4255	0.506584	0.280645	290.52	
								2	0.4	0.06	2.76015	3000	31.734	0.542181	0.281856	290.122	
								2	0.4	0.06	3.9935	3000	97.2494	0.764178	0.44171	272.348	
								2	0.4	0.06	3.82976	3000	112.535	0.655096	0.449501	270.807	
								2	0.4	0.06	4.36882	3000	142.78	0.779766	0.491349	274.199	
								2	0.4	0.06	5.57404	3000	238.623	1.03474	0.647972	271.574	
								2	0.4	0.06	5.60792	3000	226.694	0.96821	0.635111	270.864	
								2	0.4	0.06	4.36887	3000	141.611	0.817073	0.500383	269.825	
								2	0.4	0.06	3.16757	3000	77.7494	0.563502	0.375975	260.869	
								2	0.4	0.06	2.09892	3000	24.7962	0.397902	0.22446	251.755	
								2	0.4	0.06	2.02771	3000	21.7129	0.412114	0.219536	254.017	
								2	0.4	0.06	1.89799	3000	18.6369	0.45718	0.202665	252.586	
								2	0.4	0.06	0.837747	3000	0.968239	0.238053	0.0436546	242.785	
								2	0.4	0.06	0.737185	3000	2.09152	0.281383	0.0642037	240.564	
								2	0.4	0.06	0.454956	3000	3.06584	0.276636	0.0738553	222.143	
								2	0.4	0.06	0.761609	3000	7.30636	0.229965	0.107939	230.875	
								2	0.4	0.06	1.52517	3000	12.2732	0.266026	0.147851	247.142	
								2	0.4	0.06	1.32726	3000	6.44678	0.265692	0.109475	245.257	
								2	0.4	0.06	2.2265	3000	33.4376	0.595537	0.255549	263.301	
								2	0.4	0.06	2.41818	3000	46.9706	0.580124	0.282897	256.731	
								2	0.4	0.06	2.53463	3000	42.9379	0.52983	0.286617	253.621	
								2	0.4	0.06	3.35312	3000	84.6417	0.600823	0.410222	270.184	
								2	0.4	0.06	2.60706	3000	42.5399	0.569559	0.283786	271.925	
								2	0.4	0.06	4.13992	3000	105.074	0.859924	0.461986	265.789	
								2	0.4	0.06	3.82089	3000	87.4005	0.719121	0.438881	266.491	
								2	0.4	0.06	2.10441	3000	19.9794	0.526447	0.207217	242.082	
								2	0.4	0.06	1.66038	3000	8.38333	0.808448	0.134618	216.633	
								2	0.4	0.06	0.927147	3000	-19.1738	0.343683	0.137838	160.012	
								2	0.4	0.06	0.943645	3000	-991.185	0.532182	0.183715	212.247	
								2	0.4	0.06	2.36931	3000	388.586	0.708128	0.226018	246.371	
								2	0.4	0.06	2.80373	3000	936.39	0.754773	0.309608	253.56	
								2	0.4	0.06	2.54811	3000	-99.2977	0.884281	0.316418	265.206	
								2	0.4	0.06	2.2819	3000	-18.6438	1.15921	0.317815	245.583	
								2	0.4	0.06	2.4127	3000	-13.8673	1.02323	0.290122	249.266	
								2	0.4	0.06	2.15302	3000	-17.2649	1.12251	0.295487	249.255	
								2	0.4	0.06	2.12199	3000	-13.8219	0.898742	0.284474	268.175	
								2	0.4	0.06	1.85932	3000	-9.27106	0.817736	0.231292	258.765	
								2	0.4	0.06	1.57085	3000	-22.4483	1.08369	0.327214	209.057	
								2	0.4	0.06	1.39434	3000	-17.3533	1.02944	0.257335	241.348	
								2	0.4	0.06	2.72252	3000	-33.0398	1.04138	0.315392	264.232	
								2	0.4	0.06	3.30433	3000	-64.7607	0.88107	0.411895	274.047	
								2	0.4	0.06	3.40625	3000	-102.012	1.00252	0.411416	276.932	
								2	0.4	0.06	3.79391	3000	-206.221	0.995798	0.457003	279.052	
								2	0.4	0.06	3.91873	3000	-500.148	0.936188	0.465285	270.372	
								2	0.4	0.06	3.47751	3000	364.7	0.824681	0.393511	271.269	
								2	0.4	0.06	3.88953	3000	87.9422	0.874532	0.432646	263.387	
								2	0.4	0.06	3.8294	3000	87.8072	0.747925	0.44272	265.471	
								2	0.4	0.06	4.07462	3000	96.2967	0.695939	0.490128	271.252	
								2	0.4	0.06	3.62343	3000	69.5319	0.705619	0.428075	269.788	
								2	0.4	0.06	3.57202	3000	68.4931	0.667934	0.418919	257.247	
								2	0.4	0.06	3.20415	3000	44.297	0.552718	0.337781	254.125	
								2	0.4	0.06	2.97261	3000	38.6821	0.507892	0.317813	252.786	
								2	0.4	0.06	3.07049	3000	41.8118	0.60071	0.331664	246.429	
								2	0.4	0.06	2.95173	3000	40.3707	0.583487	0.310284	247.956	
								2	0.4	0.06	2.37232	3000	19.9862	0.535727	0.220313	236.998	
								2	0.4	0.06	1.31495	3000	7.42606	0.388581	0.131224	239.843	
								2	0.4	0.06	1.02765	3000	5.84416	0.523975	0.110344	222.152	
								2	0.4	0.06	1.25826	3000	2.25814	0.376225	0.0777349	223.491	
								2	0.4	0.06	1.48513	3000	3.69569	0.292805	0.101919	232.266	
								2	0.4	0.06	1.98774	3000	10.0018	0.379056	0.166429	236.747	
								2	0.4	0.06	2.40146	3000	23.914	0.400254	0.250724	252.828	
								2	0.4	0.06	1.69543	3000	13.7592	0.283716	0.169868	251.946	
								2	0.4	0.06	0.800188	3000	1.82475	0.304236	0.0551669	228.817	
								2	0.4	0.06	-9999	3000	3.14673	0.380236	0.107802	229.318	
								2	0.4	0.06	1.49259	3000	3.39993	0.344496	0.100559	230.952	
								2	0.4	0.06	1.40953	3000	4.24413	0.345644	0.103621	228.042	
								2	0.4	0.06	0.651466	3000	2.554	0.370974	0.0626668	188.498	
								2	0.4	0.06	1.05418	3000	12.631	0.19058	0.1022	143.056	
								2	0.4	0.06	0.804293	3000	0.425469	0.187416	0.0397938	153.25	
								2	0.4	0.06	0.782613	3000	0.7393	0.423338	0.0434931	237.277	
								2	0.4	0.06	0.839641	3000	1.6996	0.385699	0.0477143	293.029	
								2	0.4	0.06	0.441332	3000	1.29073	0.223758	0.0343272	260.278	
								2	0.4	0.06	0.454231	3000	2.84271	0.32994	0.0750654	20.1177	
								2	0.4	0.06	1.02886	3000	6.12223	0.304221	0.107812	7.29995	
								2	0.4	0.06	0.104641	3000	-14.7249	0.288933	-9999	102.131	
								2	0.4	0.06	1.2098	3000	37.5143	0.274929	0.0907858	327.175	
								2	0.4	0.06	1.69276	3000	-20.356	0.572378	0.17622	328.474	
								2	0.4	0.06	2.03397	3000	-25.7784	0.66508	0.25735	334.046	
								2	0.4	0.06	1.88625	3000	-18.9336	0.614585	0.288845	4.83938	
								2	0.4	0.06	1.90772	3000	-14.3109	0.661952	0.282139	11.51	
								2	0.4	0.06	1.94433	3000	-20.6368	0.801282	0.315312	30.481	
								2	0.4	0.06	1.9588	3000	-14.3041	0.776975	0.302473	24.8262	
								2	0.4	0.06	1.64378	3000	-13.85	0.893774	0.317609	21.3003	
								2	0.4	0.06	1.65952	3000	-9.10851	0.911342	0.270983	15.7101	
								2	0.4	0.06	2.30206	3000	-19.875	0.887046	0.341257	352.296	
								2	0.4	0.06	2.46584	3000	-17.6228	1.05128	0.323597	357.618	
								2	0.4	0.06	2.90651	3000	-28.4533	1.08516	0.374283	3.06505	
								2	0.4	0.06	2.74146	3000	-25.5812	1.07269	0.32653	341.081	
								2	0.4	0.06	2.36456	3000	-38.7802	1.09533	0.35266	342.931	
								2	0.4	0.06	2.42592	3000	-35.6489	0.862571	0.293035	342.673	
								2	0.4	0.06	2.81196	3000	-75.5096	0.785572	0.276098	326.035	
								2	0.4	0.06	2.45267	3000	-295.62	0.69197	0.271173	333.921	
								2	0.4	0.06	2.12094	3000	44.7555	0.767063	0.197681	340.985	
								2	0.4	0.06	1.7217	3000	49.2296	0.544645	0.186907	1.77881	
								2	0.4	0.06	1.1383	3000	11.3937	0.361983	0.128166	16.6301	
								2	0.4	0.06	0.3268	3000	2.22753	0.700108	0.0489791	296.589	
								2	0.4	0.06	1.2796	3000	1.28473	0.38964	0.0701386	248.136	
								2	0.4	0.06	1.50891	3000	10.8408	0.442607	0.104602	265.067	
								2	0.4	0.06	1.6391	3000	1.05082	0.176817	0.0241195	271.529	
								2	0.4	0.06	1.73148	3000	2.67442	0.180085	0.08465	277.535	
								2	0.4	0.06	1.7155	3000	1.39186	0.202983	0.0620797	270.306	
								2	0.4	0.06	1.67938	3000	3.58125	0.145067	0.0954115	260.676	
								2	0.4	0.06	2.02674	3000	7.18578	0.304002	0.157134	266.64	
								2	0.4	0.06	1.96332	3000	6.90866	0.316326	0.153691	273.27	
								2	0.4	0.06	1.94439	3000	8.11442	0.366334	0.165446	267.156	
								2	0.4	0.06	1.8349	3000	6.72372	0.254374	0.144206	274.576	
								2	0.4	0.06	1.61983	3000	4.8386	0.180485	0.116749	275.834	
								2	0.4	0.06	1.72634	3000	5.61735	0.197075	0.128808	273.249	
								2	0.4	0.06	1.6911	3000	4.27916	0.202895	0.116195	273.249	
								2	0.4	0.06	1.68179	3000	4.83147	0.318228	0.124415	277.361	
								2	0.4	0.06	0.636163	3000	29.3456	0.21873	0.369218	278.179	
								2	0.4	0.06	0.900863	3000	7.13268	0.28671	0.0926291	89.2192	
								2	0.4	0.06	0.697986	3000	15.1677	0.334169	0.129768	86.9075	
								2	0.4	0.06	0.854559	3000	12.7378	0.305941	0.144083	141.149	
								2	0.4	0.06	0.38379	3000	5.8526	0.264357	0.0817229	118.906	
								2	0.4	0.06	1.08962	3000	5.36889	0.235359	0.0989591	164.442	
								2	0.4	0.06	1.05644	3000	6.10927	0.234232	0.114522	173.627	
								2	0.4	0.06	0.840585	3000	4.29648	0.210866	0.0933427	178.484	
								2	0.4	0.06	0.52507	3000	3.35174	0.21755	0.0703746	161.015	
								2	0.4	0.06	0.0667472	3000	8.05215	0.81981	-9999	161.984	
								2	0.4	0.06	0.293682	3000	-9.41941	0.229477	-9999	50.5377	
								2	0.4	0.06	0.502026	3000	-27.8007	0.136924	0.0409409	125.503	
								2	0.4	0.06	0.692815	3000	15.733	0.244852	0.0907073	106.012	
								2	0.4	0.06	0.548764	3000	-6.89815	0.240911	0.125993	75.3117	
								2	0.4	0.06	0.60068	3000	-6.19985	0.256873	0.135778	73.7857	
								2	0.4	0.06	0.239185	3000	-2.63989	0.341158	-9999	83.0671	
								2	0.4	0.06	0.312289	3000	-1.27635	0.351957	-9999	343.178	
								2	0.4	0.06	0.502116	3000	-1.09872	0.345178	0.11878	59.0334	
								2	0.4	0.06	0.372516	3000	-16.4395	0.43419	-9999	303.482	
								2	0.4	0.06	0.701963	3000	-0.41103	0.610443	0.0873836	314.916	
								2	0.4	0.06	0.424592	3000	-0.816969	0.497108	-9999	272.67	
								2	0.4	0.06	0.293687	3000	-0.761959	0.739791	-9999	184.004	
								2	0.4	0.06	0.504188	3000	-47.9947	0.774818	-9999	318.486	
								2	0.4	0.06	1.58992	3000	-4.75601	0.8505	0.171286	281.471	
								2	0.4	0.06	1.00248	3000	-4.18969	0.749004	0.16213	279.766	
								2	0.4	0.06	1.35439	3000	-0.317224	0.829604	0.0666414	324.382	
								2	0.4	0.06	2.16919	3000	-34.2304	0.70036	0.265099	335.336	
								2	0.4	0.06	1.19242	3000	-11.8249	0.661802	0.216355	359.663	
								2	0.4	0.06	1.6588	3000	-23.361	0.486156	0.156439	325.704	
								2	0.4	0.06	0.574386	3000	-1.92502	0.453075	0.0720886	300.249	
								2	0.4	0.06	0.615139	3000	-46.4892	0.445476	0.105598	230.673	
								2	0.4	0.06	0.809314	3000	19.7111	0.436387	0.11523	236.597	
								2	0.4	0.06	0.83332	3000	4.8234	0.304132	0.0887803	208.316	
								2	0.4	0.06	0.741902	3000	2.05298	0.164784	0.0857729	180.707	
								2	0.4	0.06	0.713887	3000	2.37421	0.153171	0.0827904	190.999	
								2	0.4	0.06	0.788604	3000	3.50832	0.610991	0.0991103	227.651	
								2	0.4	0.06	1.70874	3000	2.57756	0.448825	0.090113	270.389	
								2	0.4	0.06	1.01955	3000	3.85884	0.629341	0.111385	196.27	
								2	0.4	0.06	1.24703	3000	4.77017	0.282871	0.113207	193.564	
								2	0.4	0.06	1.3306	3000	8.04072	0.568411	0.149991	206.978	
								2	0.4	0.06	1.57814	3000	1.48062	0.436841	0.0843903	241.626	
								2	0.4	0.06	2.96173	3000	17.7475	0.637976	0.303058	252.167	
								2	0.4	0.06	4.29585	3000	47.5021	0.844948	0.432391	253.207	
								2	0.4	0.06	4.7751	3000	82.285	0.910931	0.518002	262.164	
								2	0.4	0.06	5.76275	3000	151.88	1.02389	0.677804	273.819	
								2	0.4	0.06	5.47881	3000	139.296	0.997564	0.638327	275.271	
								2	0.4	0.06	5.73716	3000	152.88	0.973788	0.648515	276.484	
								2	0.4	0.06	4.34124	3000	86.6017	1.4204	0.507617	289.564	
								2	0.4	0.06	3.30534	3000	38.2653	0.58747	0.336525	290.907	
								2	0.4	0.06	2.97363	3000	28.1689	0.569317	0.311421	286.54	
								2	0.4	0.06	3.40833	3000	22.9464	0.768812	0.323349	313.54	
								2	0.4	0.06	2.85699	3000	17.5524	0.612118	0.265152	302.667	
								2	0.4	0.06	2.76002	3000	17.9597	0.515594	0.262	298.119	
								2	0.4	0.06	2.24678	3000	9.39117	0.381906	0.187175	296.804	
								2	0.4	0.06	1.99973	3000	12.2572	0.325613	0.195881	284.299	
								2	0.4	0.06	2.35564	3000	17.7011	0.397943	0.243589	279.128	
								2	0.4	0.06	2.93422	3000	29.2112	0.614978	0.312095	275.136	
								2	0.4	0.06	2.31594	3000	12.3638	0.522362	0.204601	290.137	
								2	0.4	0.06	2.42487	3000	14.8242	0.632647	0.253824	283.281	
								2	0.4	0.06	4.20889	3000	41.776	0.979586	0.420257	317.022	
								2	0.4	0.06	5.3391	3000	83.3961	0.990625	0.523597	329.504	
								2	0.4	0.06	6.55449	3000	145.972	1.23773	0.622362	329.866	
								2	0.4	0.06	7.3004	3000	210.364	1.48333	0.682196	329.653	
								2	0.4	0.06	8.14921	3000	410.31	1.56568	0.753458	336.316	
								2	0.4	0.06	8.17393	3000	841.22	2.00491	0.88402	343.739	
								2	0.4	0.06	8.82352	3000	1458.14	1.96168	0.968866	348.446	
								2	0.4	0.06	8.5863	3000	1756.02	1.85818	0.934935	346.906	
								2	0.4	0.06	8.4323	3000	-9999	1.91724	0.951265	350.822	
								2	0.4	0.06	8.50776	3000	2630.31	1.65647	0.866401	345.125	
								2	0.4	0.06	7.99203	3000	-9999	1.69568	0.876135	347.318	
								2	0.4	0.06	7.85471	3000	-2464.07	1.88345	0.842204	353.02	
								2	0.4	0.06	8.59332	3000	1972.81	1.78606	0.835555	341.951	
								2	0.4	0.06	8.30312	3000	1650.3	1.99276	0.831154	345.979	
								2	0.4	0.06	8.16324	3000	900.481	1.90149	0.872048	345.952	
								2	0.4	0.06	7.84996	3000	563.132	1.89213	0.832398	346.744	
								2	0.4	0.06	8.23018	3000	413.455	1.93369	0.819523	345.101	
								2	0.4	0.06	7.62659	3000	270.488	1.6437	0.771971	346.777	
								2	0.4	0.06	7.73144	3000	222.94	1.70707	0.767537	346.941	
								2	0.4	0.06	7.50382	3000	188.034	1.68925	0.781308	347.346	
								2	0.4	0.06	7.20557	3000	136.131	1.42153	0.732669	344.322	
								2	0.4	0.06	6.92758	3000	108.692	1.37617	0.698999	344.939	
								2	0.4	0.06	5.71815	3000	64.7532	1.10205	0.567948	345.636	
								2	0.4	0.06	5.26548	3000	52.2383	1.00531	0.53029	344.122	
								2	0.4	0.06	4.799	3000	42.8838	0.886953	0.482719	344.431	
								2	0.4	0.06	4.26558	3000	33.297	0.789699	0.448041	345.503	
